f(x),x,f(x) SEM,f(x) fit,gama,k
6976.285714285715,1,30.189291494911725,6114.672239225192,0.2886659908050172,6114.672239225192
7796.76,2,37.002402651992774,7469.134925007765,0.2886659908050172,6114.672239225192
8456.04,3,49.682671653467494,8396.569025358334,0.2886659908050172,6114.672239225192
9099.43,4,66.26888182231384,9123.625003167757,0.2886659908050172,6114.672239225192
9477.31,5,49.92340940952157,9730.65447800199,0.2886659908050172,6114.672239225192
9874.74,6,64.6559060400408,10256.49527953916,0.2886659908050172,6114.672239225192
10443.94,7,67.83887598530428,10723.196041679348,0.2886659908050172,6114.672239225192
10824.26,8,77.98456933615427,11144.601621765632,0.2886659908050172,6114.672239225192
11284.08,9,77.75603738292577,11530.03278660453,0.2886659908050172,6114.672239225192
11522.49,10,78.6753712377256,11886.094358188739,0.2886659908050172,6114.672239225192
11881.33,11,79.08343893724788,12217.654342659613,0.2886659908050172,6114.672239225192
12061.89,12,78.35558535653765,12528.414296542955,0.2886659908050172,6114.672239225192
12532.16,13,89.42993162642512,12821.261093295176,0.2886659908050172,6114.672239225192
12779.11,14,93.60587037513656,13098.494069530218,0.2886659908050172,6114.672239225192
13193.35,15,102.54310980600731,13361.977353803159,0.2886659908050172,6114.672239225192
13233.86,16,96.80373460948414,13613.2453125526,0.2886659908050172,6114.672239225192
13523.75,17,97.19473462793106,13853.57753915208,0.2886659908050172,6114.672239225192
13712.24,18,93.88016229602115,14084.053437968889,0.2886659908050172,6114.672239225192
14121.67,19,103.62607804754143,14305.592768766126,0.2886659908050172,6114.672239225192
14442.12,20,102.89153284558031,14518.986303660762,0.2886659908050172,6114.672239225192
14571.09,21,100.4672147086458,14724.919376515736,0.2886659908050172,6114.672239225192
14647.01,22,97.87464307248152,14923.99022911405,0.2886659908050172,6114.672239225192
14917.06,23,96.80354553570251,15116.724485632887,0.2886659908050172,6114.672239225192
14985.59,24,98.35413554491687,15303.586703632196,0.2886659908050172,6114.672239225192
15542.05,25,106.82135031836279,15484.98968805858,0.2886659908050172,6114.672239225192
15430.29,26,101.80617085045643,15661.302072784318,0.2886659908050172,6114.672239225192
15736.27,27,105.80374136994774,15832.85454555076,0.2886659908050172,6114.672239225192
16030.69,28,97.72387991714514,15999.94499985368,0.2886659908050172,6114.672239225192
16039.01,29,107.24069453638606,16162.84283012023,0.2886659908050172,6114.672239225192
16189.48,30,101.14065861087926,16321.792537010988,0.2886659908050172,6114.672239225192
16701.67,31,99.79049473468874,16477.01677275779,0.2886659908050172,6114.672239225192
16651.32,32,109.48071817687921,16628.718928615694,0.2886659908050172,6114.672239225192
16686.08,33,100.8465367563883,16777.085345315165,0.2886659908050172,6114.672239225192
16733.74,34,97.58966311794885,16922.287211112307,0.2886659908050172,6114.672239225192
17092.89,35,98.62133980866699,17064.482199406004,0.2886659908050172,6114.672239225192
17290.13,36,100.25842734421558,17203.815888018675,0.2886659908050172,6114.672239225192
17465.95,37,100.00536791148318,17340.422994460805,0.2886659908050172,6114.672239225192
17421.38,38,102.0200403961116,17474.428455329427,0.2886659908050172,6114.672239225192
17789.18,39,97.42884829868451,17605.94837306201,0.2886659908050172,6114.672239225192
17906.9,40,79.98876373111617,17735.090849304997,0.2886659908050172,6114.672239225192
18130.51,41,86.46234714450779,17861.9567209515,0.2886659908050172,6114.672239225192
18080.5,42,95.89637768198156,17986.6402122959,0.2886659908050172,6114.672239225192
18258.01,43,90.85431061081063,18109.22951462123,0.2886659908050172,6114.672239225192
18508.9,44,80.11616250763322,18229.807302782752,0.2886659908050172,6114.672239225192
18580.05,45,78.09535918518222,18348.45119690334,0.2886659908050172,6114.672239225192
18809.43,46,71.53824470558077,18465.234176095044,0.2886659908050172,6114.672239225192
18891.6,47,78.17039792089528,18580.224950119566,0.2886659908050172,6114.672239225192
19051.45,48,65.91932377895533,18693.488294062274,0.2886659908050172,6114.672239225192
19089.69,49,73.56990449548474,18805.0853503896,0.2886659908050172,6114.672239225192
19395.55,50,51.62027315900315,18915.073902165357,0.2886659908050172,6114.672239225192
19400.33,51,53.238783719382546,19023.508620698183,0.2886659908050172,6114.672239225192
19546.47,52,52.27991764424356,19130.44129046437,0.2886659908050172,6114.672239225192
19616.38,53,47.39329062177046,19235.92101378584,0.2886659908050172,6114.672239225192
19789.96,54,35.037189246613806,19339.99439743084,0.2886659908050172,6114.672239225192
19925.446428571428,55,16.255247297508397,19442.705723037347,0.2886659908050172,6114.672239225192
20018.0,56,0.0,19544.0971030286,0.2886659908050172,6114.672239225192
