f(x),x,f(x) SEM,f(x) fit,gama,k
5551.121212121212,1,44.048543245779406,5099.754358244985,0.3479142929972869,5099.754358244985
6582.46,2,39.278344767527656,6490.555918734522,0.3479142929972869,5099.754358244985
7465.44,3,41.961105896780275,7473.887592984783,0.3479142929972869,5099.754358244985
8108.69,4,45.2300242084723,8260.65594043971,0.3479142929972869,5099.754358244985
8702.45,5,48.1974146902952,8927.521662260222,0.3479142929972869,5099.754358244985
9209.71,6,48.09346391888582,9512.16116403259,0.3479142929972869,5099.754358244985
9688.74,7,56.04343124629848,10036.237843583207,0.3479142929972869,5099.754358244985
10253.44,8,56.105550455540424,10513.496443248649,0.3479142929972869,5099.754358244985
10708.28,9,47.74863492680956,10953.271830095562,0.3479142929972869,5099.754358244985
11114.04,10,51.06747550589763,11362.229333836902,0.3479142929972869,5099.754358244985
11541.34,11,50.766174652901405,11745.314698884016,0.3479142929972869,5099.754358244985
11909.55,12,58.667535074495596,12106.311325240995,0.3479142929972869,5099.754358244985
12230.12,13,56.50545031367784,12448.186078567895,0.3479142929972869,5099.754358244985
12700.51,14,59.967909760221765,12773.313842495296,0.3479142929972869,5099.754358244985
12973.46,15,48.19004344124092,13083.628877103705,0.3479142929972869,5099.754358244985
13333.02,16,49.130471484434466,13380.73008477319,0.3479142929972869,5099.754358244985
13558.05,17,47.34297250336681,13665.956196023792,0.3479142929972869,5099.754358244985
13888.66,18,48.65920079719992,13940.440717776168,0.3479142929972869,5099.754358244985
14184.33,19,47.05676575191184,14205.152902370406,0.3479142929972869,5099.754358244985
14532.5,20,47.90818133037236,14460.928835429879,0.3479142929972869,5099.754358244985
14778.47,21,47.76233555825969,14708.49539608306,0.3479142929972869,5099.754358244985
15108.97,22,48.352392177563765,14948.488982217577,0.3479142929972869,5099.754358244985
15296.76,23,47.69223963300655,15181.470328355763,0.3479142929972869,5099.754358244985
15523.52,24,41.92434619693435,15407.9363644344,0.3479142929972869,5099.754358244985
15809.15,25,37.78265160925398,15628.329804016968,0.3479142929972869,5099.754358244985
15997.45,26,39.586857259408305,15843.046969337227,0.3479142929972869,5099.754358244985
16260.64,27,28.879710538855488,16052.4442321793,0.3479142929972869,5099.754358244985
16499.69,28,30.47213562412306,16256.84335721465,0.3479142929972869,5099.754358244985
16733.61,29,24.543776165962083,16456.535967024105,0.3479142929972869,5099.754358244985
16949.93,30,27.113801528618843,16651.787298248517,0.3479142929972869,5099.754358244985
17109.21,31,22.32308355931052,16842.839381104703,0.3479142929972869,5099.754358244985
17284.636363636364,32,28.23809142209392,17029.913746394926,0.3479142929972869,5099.754358244985
17505.0,33,0.0,17213.21374269103,0.3479142929972869,5099.754358244985
