f(x),x,f(x) SEM,f(x) fit,gama,k
3878.74,1,16.16872289329,1951.3428976939551,0.43065852219138906,1951.3428976939551
4274.84,2,24.48054564652339,2630.114921123106,0.43065852219138906,1951.3428976939551
4539.09,3,23.551718695996552,3131.9147093128045,0.43065852219138906,1951.3428976939551
4850.85,4,38.24632648894518,3544.9968872663667,0.43065852219138906,1951.3428976939551
5077.13,5,51.28416113019968,3902.5725113039243,0.43065852219138906,1951.3428976939551
5356.06,6,38.390310277885526,4221.347062263202,0.43065852219138906,1951.3428976939551
5603.88,7,63.75378820988688,4511.0980328613505,0.43065852219138906,1951.3428976939551
5769.0,8,65.93405490305898,4778.119324672662,0.43065852219138906,1951.3428976939551
5882.55,9,41.309644665916004,5026.7381289069135,0.43065852219138906,1951.3428976939551
6046.14,10,41.80377688219285,5260.077152444758,0.43065852219138906,1951.3428976939551
6311.88,11,53.65508679886689,5480.47532639457,0.43065852219138906,1951.3428976939551
6405.3,12,55.327470481660285,5689.73700563772,0.43065852219138906,1951.3428976939551
6579.51,13,69.470538039917,5889.287960626159,0.43065852219138906,1951.3428976939551
6789.98,14,73.3673694843321,6080.2774647649685,0.43065852219138906,1951.3428976939551
6895.85,15,42.142162900584424,6263.647597127508,0.43065852219138906,1951.3428976939551
7036.57,16,72.30255490267646,6440.181756665922,0.43065852219138906,1951.3428976939551
7157.66,17,56.68285191316771,6610.53952346891,0.43065852219138906,1951.3428976939551
7209.22,18,44.21417017704216,6775.282280239225,0.43065852219138906,1951.3428976939551
7348.04,19,59.179975319257096,6934.892416253084,0.43065852219138906,1951.3428976939551
7563.92,20,61.2577922151191,7089.787971787566,0.43065852219138906,1951.3428976939551
7606.91,21,61.3865054347855,7240.333977676119,0.43065852219138906,1951.3428976939551
7807.14,22,77.51212615462242,7386.851356484704,0.43065852219138906,1951.3428976939551
7847.7,23,55.067718641356805,7529.623995813739,0.43065852219138906,1951.3428976939551
8008.46,24,70.75792623623536,7668.904431650076,0.43065852219138906,1951.3428976939551
8046.39,25,63.91177140591884,7804.9184610165175,0.43065852219138906,1951.3428976939551
8215.94,26,79.09255774666218,7937.868920085039,0.43065852219138906,1951.3428976939551
8387.87,27,76.93256085820892,8067.9388048057135,0.43065852219138906,1951.3428976939551
8444.36,28,79.38764440924346,8195.293868415249,0.43065852219138906,1951.3428976939551
8531.44,29,64.9509454678815,8320.084798941742,0.43065852219138906,1951.3428976939551
8681.27,30,79.70718996629621,8442.449056662781,0.43065852219138906,1951.3428976939551
8804.64,31,86.49291968453578,8562.512434110551,0.43065852219138906,1951.3428976939551
8751.38,32,82.30031699682436,8680.390388060052,0.43065852219138906,1951.3428976939551
8937.99,33,63.08039042012625,8796.189182867582,0.43065852219138906,1951.3428976939551
9128.67,34,81.297355498879,8910.006876749587,0.43065852219138906,1951.3428976939551
9224.26,35,100.03154312616606,9021.934176533963,0.43065852219138906,1951.3428976939551
9169.4,36,61.711839310711774,9132.055181658281,0.43065852219138906,1951.3428976939551
9269.91,37,71.14001288538915,9240.448034425517,0.43065852219138906,1951.3428976939551
9305.08,38,81.23675050322502,9347.185490528465,0.43065852219138906,1951.3428976939551
9855.14,39,110.57056161089847,9452.335421448162,0.43065852219138906,1951.3428976939551
9587.1,40,77.69993369990542,9555.961258389838,0.43065852219138906,1951.3428976939551
9708.99,41,91.51123736813126,9658.122385842908,0.43065852219138906,1951.3428976939551
9728.28,42,70.77788286626199,9758.874491564231,0.43065852219138906,1951.3428976939551
9651.79,43,62.7335640594089,9858.269878726773,0.43065852219138906,1951.3428976939551
9915.33,44,86.01705028890517,9956.357745103993,0.43065852219138906,1951.3428976939551
9954.11,45,86.24768642190534,10053.18443343737,0.43065852219138906,1951.3428976939551
10155.79,46,92.84641743930204,10148.793656532573,0.43065852219138906,1951.3428976939551
10268.57,47,106.77590547922827,10243.226700126279,0.43065852219138906,1951.3428976939551
10228.39,48,93.56622879387132,10336.52260614291,0.43065852219138906,1951.3428976939551
10494.06,49,89.03139137689048,10428.718338603963,0.43065852219138906,1951.3428976939551
10388.09,50,101.95961281534245,10519.848934150927,0.43065852219138906,1951.3428976939551
10394.69,51,72.56477941199238,10609.947638886508,0.43065852219138906,1951.3428976939551
10642.93,52,113.49222663275494,10699.046033020388,0.43065852219138906,1951.3428976939551
10643.58,53,92.4967803753081,10787.174144618994,0.43065852219138906,1951.3428976939551
10678.29,54,90.11948442893676,10874.36055359844,0.43065852219138906,1951.3428976939551
10890.95,55,108.15653300338882,10960.632486961962,0.43065852219138906,1951.3428976939551
10805.79,56,88.7850079425211,11046.015906164035,0.43065852219138906,1951.3428976939551
11031.23,57,123.23988257693108,11130.535587380547,0.43065852219138906,1951.3428976939551
11070.37,58,112.7841459012155,11214.215195374782,0.43065852219138906,1951.3428976939551
11162.16,59,95.93152410533108,11297.077351571368,0.43065852219138906,1951.3428976939551
11227.18,60,108.88584364119399,11379.143696882431,0.43065852219138906,1951.3428976939551
11249.34,61,86.23285977543888,11460.43494977087,0.43065852219138906,1951.3428976939551
11288.47,62,100.533242358893,11540.970959983651,0.43065852219138906,1951.3428976939551
11195.22,63,87.39709860426971,11620.770758342444,0.43065852219138906,1951.3428976939551
11369.28,64,90.33002574734024,11699.852602938581,0.43065852219138906,1951.3428976939551
11525.66,65,103.11167743879655,11778.234022043962,0.43065852219138906,1951.3428976939551
11592.53,66,109.23347477358352,11855.93185401807,0.43065852219138906,1951.3428976939551
11671.52,67,103.1678905101933,11932.962284463583,0.43065852219138906,1951.3428976939551
11696.52,68,93.43175598404767,12009.340880858334,0.43065852219138906,1951.3428976939551
11842.48,69,116.43585001053914,12085.082624869492,0.43065852219138906,1951.3428976939551
11728.84,70,83.51901461356093,12160.201942536318,0.43065852219138906,1951.3428976939551
11959.7,71,100.99207839721836,12234.712732490403,0.43065852219138906,1951.3428976939551
12075.83,72,117.18083155464626,12308.628392366749,0.43065852219138906,1951.3428976939551
11910.52,73,81.63792874700466,12381.961843545098,0.43065852219138906,1951.3428976939551
12109.67,74,100.97169025688999,12454.725554348439,0.43065852219138906,1951.3428976939551
12192.77,75,110.23130580188133,12526.931561814356,0.43065852219138906,1951.3428976939551
12381.08,76,120.47901085486076,12598.591492144837,0.43065852219138906,1951.3428976939551
12265.91,77,110.17695417515014,12669.716579931006,0.43065852219138906,1951.3428976939551
12356.49,78,92.88580095575382,12740.317686241113,0.43065852219138906,1951.3428976939551
12480.53,79,110.55701162383109,12810.405315652617,0.43065852219138906,1951.3428976939551
12392.26,80,91.65869344938582,12879.989632302595,0.43065852219138906,1951.3428976939551
12654.86,81,118.54487964011305,12949.080475024526,0.43065852219138906,1951.3428976939551
12524.66,82,104.13447717914434,13017.687371634118,0.43065852219138906,1951.3428976939551
12643.58,83,102.91749876243179,13085.819552421726,0.43065852219138906,1951.3428976939551
12650.34,84,98.84039600703895,13153.48596290446,0.43065852219138906,1951.3428976939551
