f(x),x,f(x) SEM,f(x) fit,gama,k
5809.0,1,23.987099707570994,5348.669092814504,0.20336382396503358,5348.669092814504
6391.6,2,49.78415025047245,6158.349624024662,0.20336382396503358,5348.669092814504
6599.6,3,52.4373488608602,6687.6715106152415,0.20336382396503358,5348.669092814504
6905.56,4,68.11565968960072,7090.599443266023,0.20336382396503358,5348.669092814504
7124.18,5,70.74604658262331,7419.778541454893,0.20336382396503358,5348.669092814504
7434.79,6,71.40915581592766,7700.049978475298,0.20336382396503358,5348.669092814504
7693.4,7,76.26997238014897,7945.259736444898,0.20336382396503358,5348.669092814504
7678.21,8,74.59859491053611,8163.973066535186,0.20336382396503358,5348.669092814504
8128.06,9,74.67347482489511,8361.88394865912,0.20336382396503358,5348.669092814504
8186.46,10,80.6775229609283,8542.983235306252,0.20336382396503358,5348.669092814504
8398.03,11,84.33660845838317,8710.183987988981,0.20336382396503358,5348.669092814504
8738.76,12,79.25461732717386,8865.682110269037,0.20336382396503358,5348.669092814504
8920.55,13,74.60678656134509,9011.176785110023,0.20336382396503358,5348.669092814504
9092.13,14,69.11444418462392,9148.011675735694,0.20336382396503358,5348.669092814504
9295.31,15,68.34606783779802,9277.268925352659,0.20336382396503358,5348.669092814504
9591.96,16,61.92416332935314,9399.833789004988,0.20336382396503358,5348.669092814504
9763.08,17,59.00491450170516,9516.440311483035,0.20336382396503358,5348.669092814504
9894.34,18,54.026400617072056,9627.704383608734,0.20336382396503358,5348.669092814504
10124.42,19,44.040670322149296,9734.148163174828,0.20336382396503358,5348.669092814504
10390.714285714286,20,59.87674414825776,9836.218446543151,0.20336382396503358,5348.669092814504
10529.0,21,0.0,9934.30071328282,0.20336382396503358,5348.669092814504
